id,title,title2,description,race,job/role,weapon/skill,anti-hero,recommended,nsfw
95353,"Kumo desu ga, Nani ka?","So I'm a Spider, So What?","When a mysterious explosion killed an 
entire class full of high school students, the souls of everyone in 
class was transported into a fantasy world and reincarnated. While some 
students were reincarnated as princes or prodigies, others were not as 
blessed.



Our heroine, who was the lowest in the class, discovered that she was 
reincarnated as a spider!? Now at the bottom of the food chain, she 
needs to adapts to the current situation with willpower in order to 
live! Stuck in a dangerous labyrinth filled with monsters, it's eat or 
be eaten!



This is the story of a spider doing whatever she can in order to survive!",spider,spider,spider,0,1,0
119625,Level 1 dakedo Unique Skill de Saikyou desu,My Unique Skill Makes Me OP even at Level 1,"Ryouta Satou, who died from overworking at a
 black company, was reincarnated to another world. Although Ryouta was 
alive, he was now burdened with the inconvenience that his level is 
fixed to 1 in this new world. Although he wasn’t able to raise his 
level, he had a unique skill that can create a cheat-like item that 
shouldn't exist in the world from monsters. Knowing this, he maxed out 
his stats with the help of ability-up items, and he gathered a number of
 weapons and items that can only be used by himself, which made him have
 the strongest stats and gear despite being level 1.",human,adventurer,gun,0,0,0
119152,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Chillin' in Another World with Level 2 Super Cheat Powers,"Banaza, a humble merchant, is summoned to another world as a hero candidate, in the hopes that he has what it takes to defeat the demon army. When his summoners discover that he possesses no special skills, Banaza is summarily dismissed...but something goes wrong, and he can't go back home. Now he must find a way to survive in this new kingdom. Luckily, Banaza might be more powerful than anyone–including Banaza himself–realized!",human,adventurer,magic,0,0,0
104241,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,"Fourteen-year-old Iruma Suzuki has the 
worst luck possible! Incapable of saying no to anyone, he has always 
performed whatever life-threatening jobs his greedy and lazy parents 
requested. His life takes an unexpected turn when they form a contract 
with Sullivan, a high-ranking demon, at the cost of his soul. Afraid and
 confused, Iruma is surprised that all Sullivan wants is to act as his 
grandfather.



Sullivan takes care of Iruma and decides to enroll him in the demon 
school Babyls. Iruma's greatest challenge is hiding his status as a 
human, so keeping a low profile among his peers is the only option. 
However, Iruma will soon discover that he is no ordinary human, and the 
demons might also be more than what meets the eye.",human,student,bow,0,0,0
98156,Maken no Daydreamer,Demon Fist Daydreamer,"The main character Minato is a college 
student who died in a plane crash and was reincarnated in a fantasy 
world. He was raised alone in the wilderness by his succubus mother, and
 now he tries to make his way as an adventurer.",incubus,adventurer,melee,0,0,0
109649,"Makikomarete Isekai Teni suru Yatsu wa, Taitei Cheat",He is a matchless warrior in different-dimension world!!,"One day 's lunch break, suddenly a male high school student Yuzo Ogata 
who has been transferred to another world of sword and magic together 
with four other friends.

According to the Princess of Space-Time Magician, a foreign world who 
summoned them, they want them to beat the Demon Lord as Heroes to save 
this world.

Suddenly I was surprised at four friends ""Temple"", but it was a relaxing
 expression … … where the princess told of a startling fact!

""`?? There should only be four braves though?""

""A man who was mistakenly summoned to a different world""

What will be in store as to his fate?",human,slave master,magic,1,0,1
115200,"Maou ni Natta node, Dungeon Tsukutte Jingai Musume to Honobono suru",I Became the Demon Lord so I Created a Dungeon and Spend Heartwarming Time There with Non-Human Girls,"Before I realized, I had become the 
guardian of a dungeon, a Demon Lord. I was suddenly in a dangerous world
 with giant monsters loitering around, fighting for their existence, so I
 thought to go about developing the dungeon in order to not die but—for 
some reason, I was having quite the good time... How did it turn out 
like this?



The protagonist, Yuki, having to live in that world now, uses his bold 
and sharp senses and spends time with a supreme dragon girl and a 
vampire girl, sometimes laughing, sometimes being angry, passing days 
doing what he likes.",demon,demon lord,dungeon master,1,0,0
107110,Maou no Hisho,Satan's Secretary,"The Demon King is awake at last and 
hellbent on world domination—but first he needs a secretary. He finds a 
human to organize his devilish plot, and she's perfect for the job. So 
perfect, in fact, that she's steadily losing her grip on her humanity. 
Thanks to her smarts, super skills, and secretarial wiles, it's only a 
matter of time before the Demon King's destructive dreams come true!",human,secretary,strategist,0,1,0
106788,Maou no Kawaii Yamada wa Yoiko,The Demon King's Cute Yamada is a Good Girl,"The manga follows Yamada, a company employee who is around 30, and a young demon king.",human,student,-,0,0,0
123067,Maou to Ore no Hangyakuki,The Dark Queen and I Strike Back,"Suddenly transported to another world. 
Being called the ""Suitable One,"" with the world's strongest power ""Holy 
Sword."" He thought he would use that power to make a great impact in 
this new world. However, in this alternate world there are ""inhumans,"" 
monsters that oppress the lands. Questioning his own convictions, he 
asked, is this correct? Who should he use this power for? This is the 
beginning of an isekai battle fantasy!",human,hero,sword,0,0,0
124543,Maou-sama ni Shoukan sareta kedo Kotoba ga Tsuujinai.,"I was summoned by the Demon King, but I can't understand language.","Somehow, when I woke up in the morning... I found myself in a strange world with a strange girl !?



This is definitely Different World Summoning!! It's the Beginning of My 
Exciting Adventurer Life... I thought But... ""I couldn't speak a single 
word!""



The summoner is a cute demon lord (maybe)!? We use gestures because we 
don't understand each other's language in an isekai communication love 
comedy!!",human,-,-,0,0,0
112684,Mata no Okoshi wo!,Raise no Okoshi wo!,"Tsubute Arino is a 15 year old boy who is 
bad at everything. One day after receiving his test scores, he is killed
 in a accident. When he woke up, he found himself at the entrance of the
 netherworld inn. Greeted by the staff of the inn, he begins his journey
 in the netherworld.",human,-,-,0,0,0
125498,"Mezametara Saikyou Soubi to Uchuusenmochi Datta node, Ikkodate Mezashite Youhei toshite Jiyuu ni Ikitai",Reborn as a Space Mercenary: I Woke Up Piloting the Strongest Starship!,"Sato Takahiro was an ordinary office worker
 and hobbyist gamer until the day he woke up on a spaceship–one that 
strangely resembled a craft from a favorite space-shooter game. With a 
decked-out ship, a crew full of babes, and a fantastic universe to 
explore, he’s going to make the most of his good luck and create the 
life he’s always dreamed of!",human,merchant,pilot,0,0,0
49331,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,"Problem Children Are Coming From Another World, Aren't They?","Izayoi Sakamaki, Asuka Kudou, and You Kasugabe have tremendous psychic powers and are bored with the regular world. An envelope arrives for each person, and when each opens their envelope, they are stunned to see the scenery around them change to a world they had never encountered before. They've been summoned by the Black Rabbit to help the community ""No Name"" to overthrow the Devil King.",human,student,physical strength,0,0,0
119156,"Moto Sekai 1-i no Sub-Chara Ikusei Nikki: Hai Player, Isekai wo Kouryakuchuu!",The Former Top 1's Sub-Character Training Diary: A Dedicated Player is Currently Conquering Another World!,"The protagonist who was rarely ever at 
school during his middle school and high school days, is unemployed even
 as an adult. From morning till night, it was video games. For him who 
was ranked first worldwide, it was his life.



One day, his character is suddenly hacked. The data was unrecoverable 
and there was nothing that could be done. Feeling great despair at 
having lost his rank that he had bet everything to achieve in a world 
that controlled his life, the protagonist attempts suicide.



When he awakens, he finds himself inside the video game, no, it was a 
real world that resembled it. There, he notices that he has reincarnated
 into the the body of a sub character that he had created and bought 
premium benefits for long ago but had left neglected.",human,adventurer,all round,0,0,0
70259,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,"A 34-year-old NEET loses his life saving a 
stranger in a traffic accident, only to wake up to find himself reborn 
as the baby Rudeus Greyrat in a new world filled with magic. The child 
of the adventurers Paul and Zenith Greyrat, his innate talent for magic 
is immediately recognized when he turns two, and the magic tutor Roxy 
Migurdia is brought to his home to refine him into a mage. With a 
tremendous amount of magical power and a wealth of knowledge from his 
original world, Rudeus seeks to fulfill his only desires from his 
previous life—to not repeat the mistakes of his past and die with no 
regrets.",human,adventurer,magic,0,0,0
122775,"Nito no Taida na Isekai Shoukougun: Saijakushoku ""Healer"" nanoni Saikyou wa Cheat desu ka?",Nito's Lazy Foreign World Syndrome,"Masamune Hidako is a high school student 
who suffers from continuous bullying by his classmates. Becoming tired 
of it all, he decides to commit suicide, but instead he is transported 
to another world along with all his classmates. When they arrive, they 
find that they now possess amazing abilities but he was only granted the
 status of a healer, the weakest skill of all. The king decides to get 
rid of him by transporting him to another far away place, but not before
 Hidako swears revenge against the king, the kingdom, and all of his 
classmates.",human,adventurer,healer,0,0,0
48397,No Game No Life,"
No Game, No Life","The internet is full of rumors about the 
NEET and hikikomori genius gamer siblings Sora and Shiro. The two go as 
far as to refer to the world as a ""shit game,"" but then one day a young 
man calling himself ""God"" summons them to a parallel universe. There, 
God has forbidden war, and ""everything is to be settled with games."" 
Yes, even the national borders. Driven into a corner by other species, 
the ""human species"" is down to its last city. Can Sora and Shiro, these 
related failures of society, become the saviors of humankind in this 
parallel world?",human,king,strategist,0,1,0
121083,Ookami wa Nemuranai,The Wolf Never Sleeps,"On a fervent quest to become stronger: the heroic tales of the adventurer Lecan start! The One-Eyed Wolf Lecan, jumped into a black hole he found in the confines of a labyrinth, falling into another world. No matter the world he is in, the adventurer Lecan doesn't lose his way. Seeking strength, challenging labyrinths, and defeating formidable foes: this is the stout fantasy!",human,adventurer,sword,0,1,0
74701,Ore to Kawazu-san no Isekai Hourouki,Chronicles of my adventures in another world with Kawazu-san,"Tarou was an ordinary university student 
until a strange old magician summoned him to another world, upon 
learning that his magical power is 8 million, he uses that abnormally 
powerful magic to revive the old man that caused all this... In the form
 of a frog. Thus begin the strange adventures of a boy with ridiculous 
magical power and Kawazu, the former strongest magician, now revived as a
 frog.",human,magician,magic,0,0,0
81667,Overlord,,"Momonga is an average salaryman who spends 
his free time playing Yggdrasil, a DMMO-RPG (Dive Massively Multiplayer 
Online Role-Playing Game) well-known across Japan for its immense world 
and limitless customization. Unfortunately, all good things come to an 
end, and Yggdrasil's servers shut down in the year 2138. Wanting to 
witness the game’s final hours, Momonga, the leader of the guild Ainz 
Ooal Gown, logs in for the last time and heads toward the guild’s 
headquarters.



After reminiscing about his comrades and adventures, Momonga prepares 
for the server to automatically log him out as the clock strikes 
midnight. However, he is not forcefully booted out of the game. Instead,
 he finds himself in a new world—now trapped in the body of his avatar 
and where non-player characters are aware of their feelings.



Left with no other options, Momonga takes on the name of his guild in 
hopes that other players would recognize Ainz Ooal Gown. Determined to 
make sense of the bizarre situation, Momonga embarks on a journey to 
unravel the mysteries hidden in this uncharted world.",undead,king,magic,1,1,0
105029,Parallel Paradise,,"A normal day at school takes a strange turn for Tada Youta when a bizarre apparition shoves him out a third floor window. He awakens in a fantasy realm unlike any other. Not only do dragons and knights exist, but every single inhabitant of this world is a voluptuous babe! No men have been seen in the kingdom for thousands of years, so Youta is about to get very, very lucky. Whether Youta has actually died or been transported to this place for mysterious, unknown reasons... either way, it's his version of Paradise!",human,hero,sword,1,0,1
80187,Pochi Kuro,,"A human girl falls into the demon realm and
 can't seem to communicate with the local demon Kuro who found her. 
Humans are rare in the demon realm and many would love to eat a human. 
However, Kuro ends up falling in love with her and names her Pochi!



Kuro decides to help Pochi get back to the human world and protects her 
from demons that try to eat her. She ends up being able to at least 
understand them but still can't speak the same language. She meets a 
demon prince who also shows interest in her as well and their long 
journey back to the human world begins!",human,slave,-,0,0,0
74695,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World,"While returning home from the convenience 
store, Subaru Natsuki suddenly finds himself standing in an unfamiliar 
city, surrounded by unfamiliar people speaking unfamiliar words. Subaru 
quickly connects the dots and realizes that he's been transported to 
another world. After being chased off by a shop owner for being 
penniless, Subaru finds himself surrounded by a group of thugs.



Just when Subaru thinks all hope is lost, a mysterious girl named 
Satella comes to his rescue. She's after a thief who Subaru had 
previously seen in town. After Satella scares off the thugs, Subaru 
decides to repay her by helping her look for the thief.



Through a series of events, the pair finds themselves at a cellar known 
for housing stolen goods. Shortly after entering the house, Subaru and 
Satella are ambushed by a dark figure and neither survives the 
encounter. Subaru opens his eyes to find that he has gone back in time 
to earlier that day, beginning a confusing series of loops in which he 
relives past occurrences.",human,knight,time loop,0,0,0
114568,Ride-On King,,"The story focuses on Aleksandr Bruchinov, 
the president for life of the country of Brugia, a country ruled by 
violence and the influence of its government. Aleksandr always desires 
to be dominant, and ""ride"" things, whether literally or figuratively. 
Now that he has already ridden his country, his next target is a fantasy
 world that has orcs, wyverns, and centaurs.",human,adventurer,physical strength,0,1,0
104322,Risou no Himo Seikatsu,The Ideal Sponger Life,"One day, average salaryman Yamai Zenjirou 
has an out-of-this-world experience—literally! He's pulled from Earth 
and dragged to another world where magic thrives and a gorgeous, 
powerful queen needs a consort. Now he's being pressured to marry that 
very monarch and help her bear a child. Will Zenjirou accept this life 
of lazy, luxurious love at the cost of leaving his home behind?",human,prince,immense mana,0,0,0
6778,Rotte no Omocha!,Astarotte no Omocha!,"In the medieval fantasy world of Alfheimr, 
succubus princess Astarotte Ygvar, the first princess of the kingdom of 
Ygvar, has just reached the age of 10. For the coming years of a young 
succubus' life, it is necessary for them to have a male harem. In order 
to maintain their body and preserve their beautiful appearance, they 
must consume a substance only found on males. This substance is a liquid
 called ""Sauzfryma"", better known as semen. The princess, however, bears
 a great dislike against men, and only agrees to create a harem if a 
human male is to join.



In the human world Midgar, young father Touhara Naoya was greeted by a 
suspicious lady one day, claiming that she is a fortune teller. She also
 claims that she can help him find the ""perfect job"" fitted for him. 
Even though it seems suspicious, he accepts the free consultation in 
order to support himself and his young daughter. After meeting in the 
park with the suspicious lady a day later, he suddenly found himself in 
Alfheimr, a medieval fantasy realm located on a different world. The 
mysterious lady uncloaks her true identity as the Head Chamberlain of 
the kingdom of Ygvarland. He was then lead to the palace of Ygvarland, 
and there, the ""job"" he accepted was finally revealed; he was to become a
 human candidate for princess Astarotte's harem.",human,butler,-,0,0,1
113194,"S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu","I'm a Behemoth, an S-Ranked Monster, but Mistaken for a Cat, I Live as an Elf Girl's Pet","A proud knight, slain in battle, finds 
himself alive once more-reincarnated in the body of a fearsome behemoth.
 As if he wasn't confused enough by this turn of events, apparently 
behemoth cubs look exactly like adorable kittens?! Even if the rest of 
the world sees him as soft and cuddly, he has the honor of a noble 
warrior and the strength of an unstoppable S-ranked monster, both of 
which will be put to the test as he fights to protect the beautiful elf 
who has taken him as her pet!",behemoth,pet,magic,0,0,0
115156,Saikyou no Shuzoku ga Ningen Datta Ken,Humans are the Strongest Race: Starting a Slow Life with an Elf Wife in a Different World,"Having been forced to lead a life full of 
deception, corporate employee Youji Amezaki has become completely fed up
 with his work. However, things take a sudden turn when he finds himself
 transported to a magical world, where humans are considered the 
strongest beings and even worshipped as gods by many. Despite the 
dwindling existence of humans in the realm, the populace continues to 
search for human relics and their immense power, making Youji's 
appearance a drastic surprise.



After being rescued by Youji and witnessing his remarkable strength, an 
elf girl named Ria wishes to help him conceal his identity. With the 
assistance of his newfound companion, Youji embarks on a quest to 
shelter himself from potential enemies—although the arrival of new, 
eccentric allies and Ria herself may prove to be distracting.",human,human,physical strength,0,0,0
124995,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,Headhunted to Another World: From Salaryman to Big Four!,"Dennosuke Uchimura, is a simple Salaryman, 
who one day dies run over, and is invoked in another world, by the Demon
 King himself, who offers him employment as one of his Four Heavenly 
Kings. Can Dennosuke survive as a servant of the Demon King, and meet 
his expectations?",human,employee,strategist,0,0,0
111287,"Seichou Cheat de Nandemo Dekiruyou ni Natta ga, Mushoku dake wa Yamerarenaiyou desu","I've Became Able to Do Anything with My Growth Cheat, but I Can't Seem to Get out of Being Jobless","Ichinosuke, failed to get a job for 100 
consecutive times. Furthermore, his record is still being renewed and on
 the way to another job interview, he was involved in an accident with a
 truck and tragically passed away. Fortunately for him, a Goddess 
bestowed upon him the ability to grow at a speed 400 times faster than 
normal, before sending him to a game-like world.



Knowing that he would not become stronger even if continued growing 
while jobless, he aimed to get a job, but found out that it was just his
 terrible fate to remain jobless forever. As Growth and Jobless cheats 
existed side-by-side in this world, an adventure record, no doubt 
certified by the job-placement agency as a harmful book, begins here.",human,adventurer,exp boost,0,0,0
117886,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,"The most dangerous prey... When the most accomplished assassin on Earth meets his end just before retirement, he finds himself standing before a goddess. Her world is headed for disaster, and she has need of his particular set of skills. Armed with powerful new abilities and decades of deadly knowledge, he begins his second life as Lugh, young scion of the Tuatha Dé clan of assassins. His mission: to find and eliminate the strongest individual in this world—the hero!",human,assassin,assassin,1,0,0
113152,"Sekkaku Cheat wo Moratte Isekai ni Teni shita n dakara, Suki na You ni Ikitemitai",Might as Well Cheat: I Got Transported to Another World Where I Can Live My Wildest Dreams!,"Satou Tarou, a 30-year-old construction worker, just died. Reborn into a fantasy world, he's granted such a high level of healing magic that it feels like a cheat code–and the healing potions he produces fetch a high price. Now wealthy, powerful, and with the worries of his old world long gone, he's ready to live it up in this new life...starting at the nearest brothel!",human,merchant,healer,0,0,1
109931,Shingan no Yuusha,"
The brave with God's eyes","Makoto is a recluse who gets summoned to 
another world. From the Goddess Liana, he's granted the ""Truth Eye"" aka 
""God's Eye,"" and is now able to see various things, including the past 
and the future. Using this ability he decides to live as an adventurer 
in a different world.",human,hero,log,0,0,0
109770,Shirokuma Tensei: Mori no Shugoshin ni Natta zo Densetsu,Reborn as a Polar Bear: The Legend of How I Became a Forest Guardian,"After devoted mountain climber Kumakichi 
Kumada falls into a ravine, he wakes up in the middle of a forest in 
another world...as a polar bear! Now this tough Ursus maritimus is 
looking after six werewolf sisters on the run from the humans 
tyrannizing their clan. Keeping his wits about him and using his 
knowledge from his past life, the next ""mountain"" for him to climb will 
be making a comfortable life in the forest for everyone!",polar bear,villager,physical strength,0,1,0
110288,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes for 300 Years and Maxed Out My Level,"Suddenly dying from overwork, salarywoman 
Azusa Aizawa finds herself before an angel, who allows her to 
reincarnate into a new world as an immortal witch, where she spends her 
days killing slimes for money on an otherwise eternal vacation. But even
 the minimal experience points from slimes will add up after hundreds of
 years, and Azusa discovers that she accidentally reached the maximum 
level! Fearing that her strong abilities will attract work and force her
 back to a life of overexertion, she decides to hide her strength in 
order to preserve her peaceful lifestyle.



Despite her efforts, tales of the max level ""Witch of the Plateau"" 
spread across the land, and a proud dragon named Laika shows up looking 
to test their strength against her. Even though Azusa defeats and 
befriends Laika, problems arise as both friends and foes come looking 
for the secluded witch.",human,witch,magic,0,1,0
122265,"Sono Ossan, Isekai de Nishuume Play wo Mankitsuchuu",The Old Man Who Got a Second Round in Another World,"Yuuya is a middle-aged adventurer without 
talent. As hardworking as he is, he spends his days garnering little 
reward. One day, his memories of being a corporate slave return and he 
realizes that he has reincarnated into a world of the video game he had 
been obsessed with in his previous life. As a bonus for resetting his 
level, his stats rise and the limits increase to the maximum. As a 
result, his life receives a turnaround. Using his knowledge of the game 
as well as his 10 years of experience as an adventurer, all will be in 
his grasp using the skills he has forged. At last, in his third life, 
the time has come for the old man to be rewarded for his efforts.",human,adventurer,sword + magic,0,0,0
113999,Succubus ni Tensei shita node Milk wo Shiborimasu,"Because I Reincarnated as a Succubus, I'll Squeeze Out Milk","After being killed by a car, 17-year-old Riichi was reincarnated into fantasy world as succubus who can eat only milk and ""man's life essence."" Luckily for him, he was transferred to new world together with an ""ultimate cow!?""",succubus,waitress,ejaculate magic,0,0,1
115978,Taberu dake de Level Up!: Damegami to Issho ni Isekai Musou,Level Up Just By Eating!        ,"The useless goddess Laura whose only strong point is having huge breasts, and the boy Kehma who was summoned to another world.



Gaining a cheat skill that lets him absorb the abilities of what he 
eats, Kehma enjoys to the fullest the other world life eating delicious 
monsters and toying with the easy to handle goddess.",human,adventurer,eat,0,0,0
67615,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,"Twenty-year-old otaku Naofumi Iwatani is 
mysteriously transported to the otherworldly kingdom of Melromarc. 
Appearing before the King, Naofumi and three other summoned individuals 
learn that they are each one of the Four Cardinal Heroes who are tasked 
with defeating the malicious ""Waves of Catastrophe."" 



However, Naofumi is given only a measly shield and dubbed the ""Shield 
Hero,"" the weakest of the Four Cardinal Heroes. Owing to his lack of 
power, none of the kingdom's mercenaries wish to aid him, except for the
 country's beautiful princess, Malty Melromarc. But Naofumi soon awakens
 the next day to find himself robbed of all his possessions and falsely 
accused of rape by Malty. 



Due to his status as a Cardinal Hero, Naofumi is not executed, but 
instead, his erroneous crimes are made public. Struggling to find 
hospitality, Naofumi buys a demi-human slave girl named Raphtalia to aid
 his endeavors, and embarks on a perilous journey to deliver retribution
 to those who ruined him, learning the secrets of this new world along 
the way.",human,hero,shield,1,0,0
131255,"Tensei Gotoki de Nigerareru to demo, Niisan?","Even if you can escape with reincarnation, my brother?","Five years since I graduated from high 
school and within those years, I was confined by my younger sister, but 
it all ended when I ran away and died being hit by a truck. At last I’m 
free from my devil-like sister! Well, that’s what I thought but my 
sister was reincarnated with me at the same time in the same world. This
 time, I’ll escape from my sister’s clutches and live my life in a 
different world freely. With the strongest weapon and class I received 
from god.",human,student,magic,0,0,1
107138,Tensei Kyuuketsuki-san wa Ohirune ga Shitai: Please Take Care of Me.,A Transmigration Vampire Would Like to Take a Nap,"A boy had died and has been given the option to reincarnate into a vampire. He accepts it for being reincarnated and is given skills to accompany him, but he is now a girl. A female vampire, with no materials and only skills, Argento Vampir is now in the fantasy world. The only problem is, she wants to sleep all the time.",vampire,adventurer,vampire,0,0,0
113178,Tensei shitara Dragon no Tamago datta: Ibara no Dragon Road,Reincarnated as a Dragon Hatchling,"Our hero wakes up one day in a brand new 
world…but his new life doesn’t come with fighting skills or magic 
powers, or even arms and legs! He’s reborn as a helpless egg, stuck in 
an unfamiliar forest surrounded by terrifying, hungry beasts. But eggs 
hatch, hatchlings grow up, and humble beginnings can lead to something 
great. He’ll do his best to become the strongest dragon ever, and no 
measly shell will get in his way!",dragon,dragon,dragon,0,0,0
103144,Tensei shitara Ken deshita,Reincarnated as a Sword,"Hunted, enslaved, and killed—such is the 
terrible fate that befalls the members of the Black Cats tribe. 
Twelve-year-old Fran, a girl of the persecuted race, craves revenge for 
the atrocities committed against her people. She dreams of a brighter 
future, one for which she will not hesitate to get her hands dirty. An 
encounter with a talking sword, a reincarnated man looking for a 
beautiful wielder, turns out to be the deciding moment that will change 
her fate.



With the help of her new comrade, the young Fran plans to reclaim the 
pride and honor of her kin, slashing down all her enemies along the way.
 With an unshakable resolve, she embarks on a journey with her 
miraculous sword.",sword,master,sword,0,1,0
87609,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,"It is just another ordinary day for Satoru 
Mikami. The sun is shining brightly on the streets of Tokyo, and he is 
in the midst of a discussion with his colleagues when suddenly he gets 
stabbed by a passing robber. The average 37-year-old corporate worker is
 now at death's door, and he has only one regret—dying a virgin. Fading 
out, he is startled by a mysterious AI-like voice reciting commands. 



Satoru abruptly wakes up in the middle of a strange cave, but something 
odd has happened: he is now a goop of slime! Thanks to his new body, he 
has acquired the skill to absorb anything and obtain its appearance and 
abilities. While testing out his newfound powers and exploring the cave,
 he stumbles upon a massive dragon named Veldora, who has been sealed 
away for the past three hundred years. After quickly befriending the 
beast, Satoru decides to help him escape; in exchange, Satoru is 
bestowed a new name: ""Rimuru Tempest.""



Wishing to avoid a life like his boring and mundane past, Rimuru is 
about to set out on a grand quest that will change his own destiny and 
the fate of his new world.",slime,demon lord,sword + magic,0,1,0
105747,Tondemo Skill de Isekai Hourou Meshi,Campfire Cooking in Another World with my Absurd Skill,"Along with three other heroes, 27-year-old 
Mukouda Tsuyoshi is transported into a fantasy world to rescue a kingdom
 from a mysterious threat. However, it soon becomes clear that Tsuyoshi 
has been dragged into the summoning ritual by accident. His only skill 
turns out to be ""Food Menu,"" which allows him to open an interface where
 he can purchase and obtain food-related supermarket items from modern 
Japan. 

 

Unceremoniously booted out of the palace, Tsuyoshi sets out on his own 
into his new world. However, his ability to create delicious dishes 
unknown to this world soon pays dividends, even attracting the legendary
 wolf Fenrir. Fenrir is so taken in by the food that the creature 
immediately forms a contract with Tsuyoshi, becoming his familiar. 
Followed by this whimsical mythical being, Tsuyoshi takes up a job as a 
merchant and adventurer, travelling and cooking up mouth-watering meals 
that never fail to amaze the inhabitants of this world. ",human,cook,supermarket,0,0,0
90117,Tsuki ga Michibiku Isekai Douchuu,Tsukimichi: Moonlit Fantasy,"High school student Misumi Makoto is called
 into a fantasy world by the god Tsukuyomi, in order to be a hero. 
However, powerful others in this world aren't as thrilled to have him 
there, and they kick him to the edge of the world just as Tsukuyomi 
declares that he must leave Makoto to find his own way. Now it's up to 
Makoto to find his own way!",human,adventurer,magic,0,1,0
133078,Valhalla Ochinchin-kan,Valhalla Penis Mansion,"Shota Iijima picked up erotic books during 
his childhood and suffers from a severe foreign sister fetish. 
Thereafter, from the years between his age of 12 to 15, he masturbated 
999 times. For his 1000th round of masturbation, he had been transferred
 to a different world. And Shota is sold as a slave.



A paradise for women and hell for men… Valhalla, the penis mansion.",human,slave,-,0,0,1
113081,"Wanwan Monogatari: Kanemochi no Inu ni Shite to wa Itta ga, Fenrir ni Shiro to wa Ittenee!","Woof Woof Story: I Told You to Turn Me Into a Pampered Pooch, Not Fenrir!","The story centers on a man who dies due to 
overwork, a phenomenon that has unfortunately become a known problem in 
Japan. Just before dying, the man thought that if he was reincarnated, 
he would want to live a lazy life of a rich man's dog.



His wish is granted, but it doesn't turn out the way he anticipated. He 
comes back to life in another world as Routa, a dog who belongs to the 
daughter of an extremely wealthy family. However, after just one month 
he grows so much, he is easily larger than a human, and he realizes he 
is no ordinary dog...but he still decides to pretend to be a dog at all 
costs!",fenrir,pet,fenrir,0,0,0
108598,Yasei no Last Boss ga Arawareta!: Kokuyoku no Haou,A Wild Last Boss Appeared!,"Ruphas Mafahl, the black-winged overlord and leader of the Twelves Stars of Heaven, has been vanquished. 



A man wakes up in the body of the Exgate game character Ruphas, two 
hundred years after her defeat at the hands of the seven heroes. The 
game world of Exgate he knew is no longer ruled by humans—and it is no 
longer just a game. Exgate is a world of its own where the characters 
think, feel, and live just like he does. Ruphas journeys through Exgate,
 looking for the long-disbanded Twelve Stars of Heaven.



Ruphas is without country, army, or allies. A question remains: what’s 
the real reason an ordinary man was reincarnated into Exgate as Ruphas?",angel,overlord,magic,1,1,0
114849,Yondome wa Iya na Shizokusei Majutsushi,Death Attribute Magician,"Hiroto Amamiya's first life quickly and 
tragically ended alongside his classmates'. In his second, due to a 
mishap on God's part, he was reborn with immense magic but also the same
 degree of bad luck. After enduring years of torture, this life also 
ended as he was gunned down by his former classmates.



While Hiroto is consumed by a lust for revenge, God hopes that he can 
let go and forgive, so he promises the boy that after using his third 
life to calm down, his fourth will be peaceful. Thrust into the world of
 Lamda, Hiroto is reborn as a dark elf-vampire half-breed. However, 
while he retains his immense magic, God has cursed this power so that it
 remains sealed away.



Hiroto—now named Vandalieu—is showered with love by his mother, Darcia, 
but tragedy rips this peaceful life away. Deciding that he doesn't need a
 fourth life, the infant death mage Vandalieu sets out on a journey 
alongside undead companions, ghouls, and other terrors of the night.",half dark elf half vampire,king,magic,0,0,0
98436,Youjo Senki,The Saga of Tanya the Evil,"Intrigued by the severe lack of faith a 
particular salaryman displayed as he drew his last breath, a godlike 
presence known only as ""Being X"" reincarnates him into a magical yet 
war-torn world to test his mettle. Under these new circumstances, Being X
 believes that, should this man succumb to relentless suffering, he will
 call upon the heavens for assistance.



Starting life again as a young girl named Tanya Degurechaff, the 
salaryman quickly utilizes his past experiences and volunteers to the 
military of his country, the Empire. Wielding tremendous potential 
despite being a child, Tanya's prodigious capacity for strategic and 
magical warfare allows her to quickly ascend the ranks and consistently 
lead her nation to miraculous victories in the ongoing war. Even so, she
 does all of this for one purpose: to live in the backlines far from the
 warzone, effectively defying Being X's objectives.



However, as Tanya strives to escape Being X's influence, she soon comes 
to know that even with her genius, there are situations that a human 
simply cannot overcome without divine intervention.",human,commander,gun,1,1,0
